user	item1	item2	rating	aspects	liked/disliked-aspects	comment
7	264	148	1	similar genre: Drama------similar content: romance, Oscar Nominee: Best Picture, scientist, drama, twist ending	content	nan
7	264	249	-1	similar genre: Drama------similar content: Oscar Nominee: Best Picture, military, scientist, sci-fi	content	nan
7	264	187	1	similar genre: Drama------similar content: visually appealing, cinematography	content	nan
7	139	69	1	similar genre: Drama, Crime------similar content: disturbing, crime, atmospheric, social commentary	content	nan
7	139	233	1	similar genre: Drama------similar content: based on a true story	content	nan
7	139	298	1	similar genre: Drama, Crime------similar content: organized crime, disturbing, drugs, imdb top 250, crime	genre	nan
7	139	300	-1	similar genre: Drama	genre	nan
7	139	273	1	similar genre: Drama, Crime------similar content: social commentary, black comedy	content	nan
3	6	65	-1	similar content: revenge	content	nan
3	6	137	-1	nan	genre	completely different genres
3	6	74	-1	similar content: action, quirky, Bechdel Test:Fail	genre	completely different genres
3	6	148	-1	similar content: romance	genre	the genre written are wrong
3	6	124	-1	similar genre: Action, Adventure------similar content: soundtrack, magic, funny, boring, romance	genre	nan
3	17	128	-1	similar genre: Fantasy, Adventure------similar content: fantasy, magic	genre	nan
3	17	129	-1	similar genre: Fantasy, Adventure------similar content: fantasy, magic	genre	nan
3	17	130	-1	similar genre: Fantasy, Adventure------similar content: fantasy, magic	genre	nan
3	17	5	-1	similar genre: Fantasy, Adventure------similar content: fantasy, magic	content	nan
3	17	141	-1	nan	genre	nan
3	786	135	1	similar genre: Drama, Crime------similar content: detective, mystery	content	nan
3	786	156	-1	similar genre: Drama	genre	nan
3	786	75	1	similar genre: Mystery, Crime------similar content: detective, mystery, crime	genre	nan
3	786	126	-1	similar genre: Drama, Crime	content	nan
3	786	158	-1	similar actor: Willem Dafoe------similar genre: Drama, Crime------similar content: murder, based on a book	genre	nan
2	2	68	1	similar content: time travel	content	nan
2	2	76	-1	similar genre: Science Fiction, Adventure------similar content: bad science, action, Oscar (Best Effects - Visual Effects), sci-fi, end of the world	content	nan
2	2	78	-1	similar content: visually appealing, action	genre	nan
2	2	82	-1	similar content: action	genre	nan
2	2	92	1	similar genre: Drama------similar content: action	content	nan
2	5	66	-1	similar content: great soundtrack, based on a book, Oscar (Best Effects - Visual Effects), long, romance	content	nan
2	5	41	1	similar genre: Adventure------similar content: good versus evil	genre	nan
2	5	107	-1	similar genre: Adventure------similar content: romance, Oscar Nominee: Best Picture, slow, friendship, adventure	content	nan
2	5	85	1	similar content: magic	content	nan
2	5	94	-1	similar actor: Viggo Mortensen------similar content: Oscar Nominee: Best Picture, music, friendship, Viggo Mortensen	actor	nan
2	264	98	1	similar genre: Drama, Mystery------similar content: drama, Oscar Nominee: Best Picture, sad, romance, cinematography	genre	nan
2	264	99	1	similar genre: Drama------similar content: visually appealing, drama, thought-provoking	content	nan
2	264	72	1	similar genre: Drama------similar content: Oscar Nominee: Best Picture, cinematography, drama	genre	nan
2	264	73	1	similar genre: Science Fiction------similar content: mystery, sci-fi, twist ending, Oscar Nominee: Best Picture, drama	genre	nan
2	264	74	1	similar genre: Drama------similar content: plot twist, thought-provoking, twist ending, smart	genre	nan
8	768	9	1	similar genre: Fantasy------similar content: fantasy, werewolf, magic, based on a book	Genre	nan
8	768	239	1	similar genre: Action, Fantasy------similar content: fantasy	Genre	nan
8	768	344	1	similar genre: Fantasy------similar content: fantasy, magic, based on a book	Genre	nan
8	768	345	1	similar genre: Fantasy------similar content: fantasy, magic, based on a book	Genre	nan
8	768	347	1	similar genre: Mystery, Fantasy------similar content: fantasy, magic, based on a book	Genre	nan
8	519	9	1	similar genre: Fantasy, Adventure------similar content: fantasy, based on a book	Content	nan
8	519	239	-1	similar genre: Fantasy, Adventure------similar content: action, fantasy, adventure	Content	nan
8	519	344	1	similar genre: Fantasy, Adventure------similar content: fantasy, adventure, based on a book	Content	nan
8	519	345	1	similar genre: Fantasy, Adventure------similar content: soundtrack, fantasy, adventure, based on a book	Content	nan
8	519	348	1	similar genre: Fantasy, Adventure, Family------similar content: soundtrack, fantasy, based on a book, adventure, dragons	Content	nan
8	651	324	1	similar genre: Comedy, Animation, Adventure, Family	Genre	nan
8	651	325	1	similar genre: Comedy, Animation, Adventure, Family------similar content: computer animation	Genre	nan
8	651	334	1	similar genre: Family	Genre	nan
8	651	339	1	similar genre: Fantasy, Comedy, Animation, Family	Genre	nan
8	651	228	1	similar genre: Action, Animation, Comedy, Adventure, Family------similar content: animation	Genre	nan
20	535	674	1	similar genre: Thriller------similar content: horror	content	nan
20	535	373	1	similar genre: Thriller------similar content: horror, suspense	content	nan
20	535	23	1	similar genre: Thriller------similar content: horror	content	nan
20	535	186	1	similar genre: Science Fiction------similar content: suspense, children, thriller, based on a book	genre	nan
20	535	540	1	similar genre: Thriller------similar content: plot holes, horror, suspense, overrated, thriller	genre	nan
20	401	215	1	similar genre: Action, Science Fiction, Adventure------similar content: superhero, Marvel Cinematic Universe, Paul Rudd, Evangeline Lilly, MCU	content	nan
20	401	428	1	similar genre: Action, Science Fiction, Adventure------similar content: funny, superhero, sci-fi, Marvel Cinematic Universe, MCU	genre	nan
20	401	270	1	similar genre: Action, Science Fiction, Adventure------similar content: funny, superhero, sci-fi, Marvel Cinematic Universe, MCU	content	nan
20	401	81	1	similar genre: Action, Science Fiction, Adventure------similar content: funny, superhero, sci-fi, based on a comic, Marvel Cinematic Universe	genre	nan
20	401	406	1	similar genre: Action, Science Fiction, Adventure------similar content: comic book, Marvel Cinematic Universe, superhero, MCU, Marvel	content	nan
20	20	678	1	similar genre: Action, Science Fiction, Adventure------similar content: x-men, superhero, Magneto, action, mutants	content	nan
20	20	435	1	similar actor: Hugh Jackman, Patrick Stewart------similar genre: Action, Science Fiction------similar content: action, x-men, Hugh Jackman, superhero, Marvel	actor	nan
20	20	178	1	similar genre: Action, Science Fiction------similar content: action, superhero, sci-fi	content	nan
20	20	307	1	similar genre: Action, Science Fiction------similar content: action, superhero, sci-fi, Marvel	content	nan
20	20	21	-1	similar genre: Action, Science Fiction, Adventure------similar content: action	genre	nan
18	524	620	1	similar genre: Comedy	genre	nan
18	524	242	1	similar genre: Romance, Comedy------similar content: romantic comedy	genre	nan
18	524	627	1	similar genre: Comedy	genre	nan
18	524	628	1	similar genre: Comedy, Music	music	nan
18	524	629	1	similar genre: Romance, Comedy	genre	nan
18	781	620	1	similar genre: Comedy	genre	nan
18	781	242	1	similar genre: Comedy	genre	nan
18	781	627	1	similar genre: Comedy	genre	nan
18	781	628	1	similar genre: Comedy	genre	nan
18	781	629	1	similar genre: Comedy	genre	nan
18	270	495	1	similar genre: Action, Science Fiction, Adventure------similar content: funny, superhero, sci-fi, childish, action	genre	nan
18	270	81	1	similar genre: Action, Science Fiction, Adventure------similar content: funny, superhero, sci-fi, Dave Bautista, space	genre	nan
18	270	405	1	similar genre: Action, Science Fiction, Adventure------similar content: superhero, Marvel Cinematic Universe, action, MCU, comic book	genre	nan
18	270	406	1	similar genre: Action, Science Fiction, Adventure------similar content: superhero, Marvel Cinematic Universe, action, MCU, comic book	genre, content	nan
18	270	183	1	similar genre: Action, Science Fiction, Adventure------similar content: superhero, great characters, humorous, aliens, MCU	genre	nan
18	401	495	1	similar genre: Action, Science Fiction, Adventure------similar content: funny, super strength, superhero, sci-fi, Marvel Cinematic Universe	genre	nan
18	401	81	1	similar genre: Action, Science Fiction, Adventure------similar content: funny, superhero, sci-fi, based on a comic, Marvel Cinematic Universe	content, genre	nan
18	401	499	1	similar genre: Action, Science Fiction, Adventure------similar content: superhero, based on a comic, comics, Marvel Cinematic Universe, adapted from:comic	genre	nan
18	401	405	1	similar genre: Action, Science Fiction, Adventure------similar content: comic book, Marvel Cinematic Universe, superhero, MCU, Marvel	genre, content	nan
18	401	406	1	similar genre: Action, Science Fiction, Adventure------similar content: comic book, Marvel Cinematic Universe, superhero, MCU, Marvel	genre, content	nan
18	18	357	1	similar genre: Romance, Fantasy	genre, director	nan
18	18	618	1	similar genre: Romance, Fantasy	genre	nan
18	18	492	1	similar genre: Fantasy------similar content: magic, Disney	genre. content	nan
18	18	559	1	similar genre: Fantasy------similar content: visually appealing	genre	nan
18	18	53	1	similar genre: Romance, Fantasy------similar content: visually appealing	genre, content, director	nan
24	5	231	-1	similar content: romance	content	different genre and content
24	5	41	-1	similar genre: Adventure------similar content: good versus evil	content	nan
24	5	175	-1	similar content: friendship	genre	nan
24	5	85	-1	similar content: magic	genre	different genre and content
24	5	216	-1	similar genre: Fantasy	genre	nan
24	519	614	1	similar genre: Fantasy, Adventure, Family------similar content: fantasy, based on a book	genre, content	nan
24	519	759	1	similar genre: Fantasy, Adventure, Family------similar content: fantasy, adventure, based on a book	genre	nan
24	519	754	1	similar genre: Fantasy, Adventure, Family------similar content: fantasy, based on a book	genre	nan
24	519	760	1	similar genre: Fantasy, Adventure, Family------similar content: action, fantasy, predictable, based on a book	genre	nan
24	519	761	1	similar genre: Fantasy, Adventure, Family------similar content: fantasy, based on a book	genre	nan
24	9	771	-1	nan	genre, content	nan
24	9	231	-1	nan	genre, content	nan
24	9	375	1	nan	genre	nan
24	9	376	1	similar content: coming of age	content	nan
24	9	762	1	similar actor: Alan Rickman------similar content: Alan Rickman	actor	nan
24	523	770	-1	similar genre: Comedy	genre	nan
24	523	4	-1	similar genre: Comedy------similar content: friendship	content	nan
24	523	241	-1	similar genre: Comedy------similar content: comedy	content	nan
24	523	627	-1	similar genre: Comedy	genre	nan
24	523	764	-1	similar genre: Comedy------similar content: comedy, friendship	content	nan
24	524	770	1	similar genre: Romance, Comedy	genre	nan
24	524	4	1	similar genre: Romance, Comedy	genre	nan
24	524	241	-1	similar genre: Romance, Comedy------similar content: romantic comedy	content	nan
24	524	627	-1	similar genre: Comedy	content	nan
24	524	764	-1	similar genre: Romance, Comedy------similar content: romantic comedy	genre	nan
17	272	2	-1	similar genre: Drama------similar content: drama, boring, suspense	content	nan
17	272	264	1	similar genre: Drama------similar content: mystery, cinematography, drama, sad	content	nan
17	272	73	1	similar content: mystery, open ending, drama, cinematography, suspense	content	nan
17	272	207	-1	similar genre: Drama------similar content: drama, imdb top 250, child abuse, intelligent	content	nan
